review_id,user_id,business_id,stars,useful,funny,cool,text,date
Z0Jt8xf0XqFD_xjPPm_d0g,IVnrNZ8npRx04jkNp6-ERA,saJFbz12EnzanelpD8_xXQ,2,0,0,0,There's been three times that I've ordered a green tea lemonade and got a peach tea lemonade and had to turn all the way back and go inside and have theme remake it.,2016-08-25 14:08:18
z7886BlNmDO_Egyq3fY_AA,6Rq6upJWsQQ-dKFgHI9MZA,Z42GbJnnbVMTSBCERfoPtw,4,2,0,1,"This was mine and my fiancé's first time eating here because it not only just opened up, but I got a coupon for a free pizza, so why not right?

We weren't blown away with the experience or the pizza, but liked that it was fast and efficient. The staff that made that pizza was very friendly, but the cashier wasn't sharing that same enthusiasm. 

Wouldn't drive out of my way to go here, but if we are in the neighborhood and feel like some pizza, we may go back.",2018-07-17 04:25:37
YUrsQ-YfGhCt9cidSqMXJw,xsEf_8uNdQKyKDtcU48cqw,W8Z4rXYkmZlEVSaxIVjyvg,2,2,0,0,"My husband son and I went in for dinner last Friday night. Upon entering we were greeted by a friendly hostess. As we stood there waiting for her to grab the menus I couldn't help but to notice a strong dirty mop water stench. Thankfully when we left the entry way it didn't carry into the dining room. The remodel is impressive looking. We were sat at a booth. Looking over the menu I was surprised at how limited it was. As long as you make what you offer well no biggie. I ordered the mushroom swiss burger and a beer. My husband ordered the ""knuckle sandwich"", ( tri-tip sandwich served French dip style). My son ordered the chicken strips and we all got French fries as our side. Jesse, our server was nice enough but in the loud dining room you couldn't hear a word he said. I was more annoyed that he didn't take the initiative to speak up than about the noise. The beer came out, although tasty it wasn't cold enough at all. The food came out within a reasonable amount of time. My husband's ""Knuckle Sandwich"" was delicious! That is what the two stars are for. My burger was shockingly small and probably the blandest burger I have ever eaten. My son's chicken strips tasted like they floured them...and that was it... also, no hint of seasoning. The fries are your run of the mill freezer to fryer. I hope they step it up and are successful.",2017-06-28 02:09:09
EHPGNBfnS7pZTyOwgEczsg,yvlCg8NA5PuB3mlrWDpJnQ,W5-2F8kftKARrEPLhQaZ8A,2,0,0,0,"I had a delicious breakfast at Tuttini a few months ago.  I went back for lunch recently and was excited by their sandwich offerings, however, I was not served.  It was 1:45 PM, and their sign states that they serve lunch until 2:30 PM.  I waited in line for 7 or 8 minutes before a woman came out to tell me that the kitchen was closing.  Closing over 30 minutes early!  She said she might be able to make something to go.  So, if you can make something to go, doesn't that mean the kitchen is not yet closed?  Besides, I wanted to have a few minutes to relax in the cozy restaurant and enjoy my sandwich, not gulf it down on the street, so I left.  I got a sandwich at North Star Coffee around the corner and gave them my $10 instead.",2009-10-14 21:48:15
Fg6B-QCi9IE9NfUQufFfNQ,tYVgGWTevie6UTMyINC3kw,M2ZrrqseHE5xssUrOL0Gtg,5,1,0,0,"Quick& friendly service, great portion size for the price and the pancakes I ordered were the perfect consistency.",2015-12-20 22:15:00
OKpzleh_iGleO0TZRx8Oeg,OR8HUEoeh0yCA0-qRIEGbA,-V0vIgo6196MDn_x3ZaYmA,5,0,0,0,"I've eaten here numerous times and every time it's been absolutely fantastic. Great food, nice people, calm and quiet place. Their crepes are the best crepes I have ever had. Amazingly delicious. I recommend this place to my friends all the time. I've always heard great things from them as well.",2012-09-10 21:49:03
Vs1bsIzSWu1OWRkzAZdF8w,uoHlEMChlP5nGEdigJ7p0w,dvidzWEPgTQPeBc8CUV2OQ,5,0,1,0,I have purchased tires from Tires Plus in Flourtown at least 4 times. On this visit they mounted 4 new Michelins that I supplied. My car was worked on as soon as I arrived for the scheduled appointment at 9:00 and was returned to me within one hour.,2015-05-12 23:28:43
AxV2FvPdM3lUFU4y2K_P3w,7JO4sRMO5M0pGvD_oWEpLw,JQz0_R70G3bjQ5dRqrhxKQ,5,0,0,0,"Its a great place for Brunch.
We tried the Wildflower Triple where you can substitute any of the 3 items with sausage or biscuit or anything else. We couldn't figure out which one we wanted to try, so this choice was easy! 
The food was spectacular and the service was very friendly! 
We are here for two more days, so we might come back tomorrow or the day after.",2010-11-23 23:48:51
VoYZDmJKfSUM-PMCtdGoWw,3bNRbLpn9mX0RzqzQgrKjQ,pRyf3q0VIMgZngyHb3Gfog,5,0,0,0,"We had a great experience enjoying happy hour here! Vaughn and Mark are so kind, we will absolutely be back to get that same service. It's truly one of a kind. The free appetizer was awesome and the slot machines at the bar brought us luck. What a fun happy hour with amazing service!! It's a must!",2015-10-17 03:06:18
l_dfspIZf8KsHyr9X1q8dw,vx9y_DLZUe3vTs7z-u-7ew,WFRro-8uIBpKoJ1VSKrpdw,5,1,0,0,Finally warming up for yogurt!!! They have crepes here too! It's awesome come try them,2016-03-07 18:44:47
RRZ8vFQWPvMS0zj6Imu1sw,_bqlREO1464ZQnVFZIWcvQ,nzU_1rXm6nTC4JDLKL-T9w,2,2,0,0,"The event started at 1 and we got there about 1:30. It was so packed you could not enjoy yourself. Most of tents were not even wine, either advertisment, beer, or food you had to pay for. By 3 o' clock most of the tables were out of everything... It was suppose to go till 5?! Definitely was not worth the money and probably will not be back next year.",2017-09-09 21:20:05
EuwyOJyYTEDfDt3raOWMUA,uTv4DLthlExp7OH4PVdPWg,p3XlbP2aZa-NBRqJ4p3KLw,4,1,0,0,"I've only eaten here twice and my experience has been great overall. The first time I went, they had just opened. There were some kinks but not anything I would complain about. After all, our group had 8 people so it was understandable. Second time was probably a month later and I noticed they figured out some of the kinks. Their servers are nice and I genuinely felt like they wanted to make my experience great. I know this because every time I made a request the waiter would literally run to get it. I've never seen a server so dedicated, kudos! Honestly most of the stars I'm giving them is because of their genuine service. Added bonus, they were playing Star Trek, hunger games, and iron man. Nice movie selections haha.

The seafood was ok. It's not their fault; it's Tucson so you know you really can't get fresh seafood. That's why I took off a star. They have 1 type of sauce with mild, medium, hot spiciness. It's similar to angry crab's ""trifecta"" or boiling crab's, ""the whole shabang"" but with an Asian twist. It was good in my opinion.

Lastly, if anyone has ever gone to angry crab, hot n juicy, boiling crab, should know that the price range is similar. Heck, if anyone has ever bought raw seafood at the store should know that it is on the expensive side. Expensive? Yes. Overpriced? No. I have been to many seafood places similar to this and it's a decent price for what you get. My advice for the Dungeness crab, since it did happen to me at other places and I saw a review on it here, is to share it or get their other selections that they can measure out. The dungeness crab is a full crab so finding a 1 lb dungeness crab is not common. 

Would recommend and go again.",2017-07-18 23:04:57
0tW7_XsHYl_wMUW38iiX2A,yrw5SjUdKviAojOrsynWuw,3lBooCffgkW7tVSG5kILBA,3,0,0,0,"Food was well prepared and fresh. I had the oso bucco ravioli. The ravioli were definitely homemade, they were a little light on the filling which made them less flavourful then they should have been. Service was great,  the place was so loud the wait staff had a hard time hearing us unless we raised our voice. Good place. Extremely tiny and tables are jammed in. Not recommended for a date night. With so many great places to eat in this neighborhood the only thing that would bring me back is the fact it's bring your own bottle. Otherwise I know I could find something as good or better with less noise, a tad more elbow room, and more flavor",2017-04-08 01:07:42
7h2yLn1XxNd9cSQq6lkUzg,iW9yRDRSOhTID0w3p0RQTQ,SYy81zP4MPF4DtOqjRq4qg,5,6,4,4,"I moved to Philadelphia from the midwest as a wide eyed 19 year old full of wonder. Yuengling lager was the first beer I've ever truly enjoyed and remains in my top five favorites of all time. Smooth, sweet, cheap, it's like me in a bottle. I love that the bottlecaps can be rusty, I like that the taste varies per batch, I even like its relatively low alcohol content. 

The tour was pretty great, the British tour woman was funny in a non canned way. She took a shine to my grandpa and was constantly begging him to sell her his hat (signed, sports, I haven't a clue). I was amazed at how close they let you get to the active equipment, I could've spit in the mash and no one would've been the wiser. The whole facility reminded me of St. Pete Catholic High, 50's cinderblock with a residue of toil clinging to the walls. 

The tasting, that's what you came for right? Fantastic. They were out of Lord Chesterfield, but who drinks that? I ""tasted"" the shit out of the lager, probably 6 times. It makes sense, the bar is next to the gift shop and I went a bit insane in there. 

The fact that Dick Yuengling made it a point to hire back the laid off workers after the last closure bumps it up a star. This is a family business, one that deserves support as Inbev has encroached upon everything else.",2011-08-26 03:27:14
iDe_flE9LB07KFlxDprO5w,WaFTs38t1srzwc9ay3UPHg,txj3fsAeIvW7m6RtnzxMzQ,2,1,0,0,"Came here with some friends during Mardi Gras. Even though it was a busy weekend and lots of people everywhere a lot of places aren't over crowded. The bartenders were just awful. The service was lacking and the pizza sucked. 

PROS:
-They had Port-O-Potty (2) put back which made it easier for a bathroom break
-Outdoor seating area
-Near the parade route (convenient) 

CONS:
-Bartenders don't take drink orders properly: they skip people, ignore you at the bar when you walk up (it wasn't that busy), lots of standing around
-Bartenders didn't know what microbrew meant or IPA beers (no joke)",2014-03-14 20:30:18
s8qRccQsAxGT4z7BE5A7_A,J2tpajUShfcIx467_FQtrw,bP8Y5cHMda64Z3tGA-cYzw,5,1,0,0,Really nice place to get a pedicure! People are very friendly and it is a relaxing environment. Definitely recommend if you are looking for a clean place to get your toes done!,2017-12-29 23:13:18
jZ9PM4QjTpzm2zuwfof_KA,ww9_6ZkOAddBZi8uF3Ix0Q,3y61A28PQDZ4weeeTRfIlA,4,0,0,0,Nice new burger spot downtown! They are apart of the harry & izzys chain. The burgers are pretty good. You do have to order a side separately which kinda sticks but seems to be a trend these days. They take reservations so that's always a plus. If you are looking for additional options besides a burger might not be your best spot to go. I'd like to see them do a lunch special during the week for those that go during the work day. I think it would help with costs and getting a bigger lunch crowd. Overall great experience and service. Check them out!,2018-02-24 18:35:27
nm2oJGbXX1b6gOUVkyMgIA,g7RDuKhQby4EWPECb3TgTQ,WfPmZ9hp50ttugTVgfcPpA,1,0,0,0,"Salad was good.  Pizza is not good!  Boring, tasteless and just unsatisfying.  Very disappointed.  Also on a chilly night it is a cold interior.  This was my third try there.  Won't go back",2016-10-14 04:43:42
Dtdgkg9095bSqSIAqlf_Ag,YixuK0SLh3HWt5ddv1icjQ,YGdUUAqeRT5Z7fYkpevEyA,1,0,0,0,"Not impressed at all. Sandwich bar was closed so I ordered a burrito. It was reheated in the microwave, cost 8 bucks, and nasty. Some sort of cream of chicken and old cheese on top. I'm amazed they can sell this and call it food. Could have had better at taco bell.",2014-06-11 23:07:52
uJImr7yWonLmW3ywNbUhiQ,40SHsUCXAnsFInqxJ3Unjg,oJ4ik-4PZe6gexxW-tSmsw,4,0,0,0,"I have visited the brewpub several times now, and I'm finally ready to write up a review.  I really like the decor here.  It's old-school brewpub with lots of games for children.  The beer is pretty good.  I wish they would do some more adventurous offerings, but I can still get a good beer here.  
The food can be a mixed bag.  I had a small pizza that was a gooey mess (mushrooms and hearty toppings need a thick crust for stability).  I love all the scotch egg offerings (you can get it on a pizza or burger here), but they are so salty.  The burgers are good. The desserts are great (please get the frangipane).  It's also great to get the ploughman's plate and a beer, and just relax for a bit.",2018-08-05 02:17:13
AyZIiDWJFuJnLve6wG9Exw,gk7QzENtPjq6gRznGkvcOA,I0jFTYVDs-WHwKR2XHQlRA,4,0,0,0,"I think if I could, I would give Zen Yai a 3.5 stars, but alas, c'est la vie. 

The prices for their curry are excellent, at less than $12. Zen Yai is a tiny place, which is both good and bad. Good if you don't have to wait, because it is nice and cozy, but bad if enough people eat here on a given evening -- because you may just have to wait a while.

I like the decor a lot, and the use of colors. The tables and plates are full of refreshingly bright colors. 

The service was fine, and the food was at our table in no time.

My Pineapple curry was excellent! And the rice is served in the shape of a pyramid, which is fun. 

All that being said, my girlfriend had a less than pleasurable experience. She is a seasoned green curry lover, and was disappointed with their green curry offering.",2016-04-12 16:56:09
abH_AUx1cylLv7cj3CyyGQ,akv8uZ1X6POqCWXYcnbXfA,cB_9eHHfo9me96cZup-lZQ,5,0,0,0,"Having stayed here several times, it is my favorite hotel. The staff is excellent. Really exceptional. Everyone from housekeeping to front desk staff to valets.

Rooms are clean, heating and AC are quiet, beds are very comfortable and they make it feel special.

Special K is awesome. I cannot say enough about how wonderful and helpful he has been over all of our visits. One of the best reasons to visit this hotel. Did I mention the exceptional staff?

Turn-down service is Sucre chocolates on your pillow. Sweets for the sweet dreams.

The bathroom wasn't as slippery this time. 

This was the first time we used the valet service and it worked great. No more than a 10 minute wait for the car. You can text them from your phone and they text back with how long it will take.

They also hosted a Gold Status reception. We made a brief appearance on our way to a Mardi Gras ball.

Our only glitch was a mini-bar charge on our bill. We didn't consume any of their food or drink and they happily removed it from the bill.

We will be back. Note to hotel: please put Louis back in the elevator.",2018-02-11 04:29:50
9fjoqPob5LU3njUYhMiiAg,yIJsQx2oWsLQDVTBuqaGsQ,ARgidflSXPHj7uhK-Y7hwA,4,0,0,0,"Great rolls and sake. We sat in the bamboo room, which definitely added to the experience, if you are able and agile.",2011-07-28 15:17:53
jvoscRFrS3pA4CgwqEceUg,j3cmlhUwxmbHjTwHiLuhVA,bQKqeYwaHNal7JFAXzCMFg,5,0,0,0,"First, I love that they offer food delivery! Second, THAT is a gyro! I got one delivered with fries, and actually I didn't need the fries! The gyro was so big I had to save half.  Both the fries and the gyro were very tasty. The tzaziki was spot on and the meat tender. I'll be back!",2017-06-17 17:00:46
SyzG5i3IomcDaOzd1jSHzw,VOR5RCcUMwnmx5ZcfZqisA,Vnob_w_Aohf7ZDqxcJ9z2A,4,0,0,0,"I stopped in to order take out and get a drink while I waited since it was happy hour. I am usually a beer drinker but I decided to step out of my comfort zone and ordered the dragonberry iced tea which was refreshing but not obnoxiously cocktail-ly, very pleasant. I had lemongrass chicken and crab rangoon, the lemon grass chicken and rice was fantastic. I do wish the crab rangoon had a little more filling but the dipping sauce was great. I've been here a few times and I have never been disappointed in the food or the service.",2014-10-01 23:28:54
2__UfAStiRsCS1rebI-fVQ,wXEDeyiuB5sXl12ci7oStQ,ugNplY4SZqIfP417oUxahQ,5,0,0,1,"Consistent quality and service.  Love the #1 Deluxe.  Props to Amanda for excellent customer service, above and beyond!",2018-09-25 20:38:28
_YZv3sa4vxd_5K2_tboT4A,fQiT5WDWBLPWqnGHdZoBQA,K-0ysAHUo1XBYcw7hB10hw,1,6,0,0,"*note* I wrote a similar review on tripadvisor.
I really wanted to like this hotel- it was charming and in a great location, with cute, unique rooms. It was just my style. Unfortunately, some blood-sucking insects ruined that.
Yup- bed bugs. We found them the morning we were leaving, because they normally come out very early in the morning (we were up at 530). Bleck! The management let us stay as long as necessary to take care of the issue (ie throwing away a bunch of our stuff and bagging the rest in ziplocks to be boiled) but it didn't change the fact that it was gross and a huge inconvenience. I threw away about $300 worth of clothing, shoes and luggage and I'm still worried that we brought the creatures back to our house with us. 
I would never stay here again, and I would urge you to think twice about it. Without seeing every carpet and mattress in the place replaced, there's no way I'd trust that the bugs were gone.",2011-02-14 16:25:09
iKnhnbJddNr00KdFGIRofg,8RcEwGrFIgkt9WQ35E6SnQ,pSmOH4a3HNNpYM82J5ycLA,3,2,1,0,"Still running on EST, we arrived @8:30 on a Saturday to find no wait to be seated OR helped, ordering up the sweet potato pancakes with cinnamon cream syrup (good topped with excellent) with some borderline awful hash browns (really, people??). Can't say I'd return even without a wait, though; would prefer to just buy a jar of the syrup and apply it at home. Ended up at $24.43 pre-tip; no paper towels in the restroom and the day had barely started, so that was probably a dogshow.",2015-01-19 00:13:48
L5cUHYBoEo0I_EHq8Zy7pg,26f9MJBar9W5xJAjewSwaw,A9Y5lqyF7HvBitCtkVO-jQ,4,2,0,0,"There never seems to be a crowd at this Marsh store...getting in and out is always easy.  I agree with the other reviewer on the state of red baskets...ick.  Fix please!

I like that they opened up aisles so you don't have to walk all the way to one end to go to the next (prob happened a long time ago but I just noticed today).  And always seems like they are one cashier short here.

Very good selection of products (as always) from Marsh.",2014-11-30 03:07:19
qNwMUWWtHiTrno15lcX_vw,25lvkWA-Lf_M6k3aawcn3g,EQ-TZ2eeD_E0BHuvoaeG5Q,5,0,0,0,Creative food and good. We get coffee or tea while we wait to be seated and even that is a cut above.  We love their Bloody Marys too.  Always interesting and an adventure.,2018-03-04 03:37:44
UGdPuLu9_ZrxtqCy8bpPNg,Zu_KsPaqFkqfdg-6asvN8g,HCbJPXWXvwN-C7XfmVy3gA,4,0,0,0,"Wonderful atmosphere, great selection of beers.  We ordered the Asian chicken salads and the Cajun pasta and both were excellent. We will return again.",2014-02-24 19:37:22
S_GDJxsfx_jMEz5tfSbtXg,1SxVCbQ5N46-Jga-80YRHw,ymE6ka6y6J-z2y2rX8QH3Q,5,0,0,0,Love this place introduced almost 25 years ago when I enrolled at the UD and have loved ever since. For longest time it was basically just a Delaware treat but so happy it is so many more places now. Just want to know when you are coming to the Huntsville AL area. Sorry this review is not about this specific location but if it is half as good as others I have been to it will be great!!! This location has plenty of seating was real clean and playing good tunes as I waited. About only negative is it doesn't have Herrs chips like the Delaware locations but that is not really a problem.,2018-03-23 16:39:22
64heHyDtwXbOdb4EyyKSnA,EKToYd0d_etcJDv9NLy4cw,JUlsvVAvZvGHWFfkKm0nlg,2,0,0,0,"At first I thought the prices here were pretty decent, but then I realized that they charge for every add on- chips/salsa, rice and beans, etc. I would be fine with this if the food was exceptional, but it is subpar. Both times I've been here, my side order of rice has been hard and dry, and burritos sad and limp. Additionally, the waitress we've had the two times going there had a horrible attitude. The only thing that saves this place is the guac, and the strong margaritas. Their strategy must be to get people drunk enough to not care about what they're eating and the rude service.",2015-08-07 14:35:16
PtUd264rjqWuEzL89nf64w,hefsTMvc-iSBsY_Nfa8WCg,5IFqqWJTaPNoY2ZgRlX73w,5,0,0,0,"My boyfriend and I have lived in trolley square for about three months now and tend to stick to the same restaurants.  We went out the other night planning on El Diablo and decided to try this cute little Italian restaurant. We are so glad we did! First off, the waiter was awesome, so friendly and on top of it.  He told us the history of the restaurant and gave us some good suggestions. The food was some of the best Italian food I have had in a long time. You can tell everything is made fresh.  The bread was delicious and a new recipe the owner received from his brother who lives in Sicily. We started off with the prosciutto wrapped Shrimp with a yummy sauce. I ordered the Penne Alla Vodka and my boyfriend ordered the traditional spaghetti and meatballs. The sauce in both dishes was excellent! The portions were a decent size with plenty of leftovers for my lunch the next day.  Finally, the cannoli was the best I have ever had! My boyfriend has been to Italy and said it was just as awesome as the ones he tasted there. I would highly recommend this restaurant to anyone looking for a delicious Italian meal for a good price.  The special he night we went was order two entrees and get any appetizer for free! Check this place out!",2015-05-26 20:32:51
SPOxoHzGjCTBLY5GRMXylQ,6pMt6lcJwgPbAgSB0nE34Q,E1gf1YIWOo1BgzMUwJtEZg,3,0,0,0,3.5 stars because they don't serve alcohol (and I was in dire need of a drink after a veryyyy long week). Get the margherita pie - it is delicious and fresh. Also ordered the Greek salad for an appetizer which was filled with yummy veggies. Yum.,2011-02-14 16:13:32
rZmBNfihjuQo6Bk5J06yOA,nLOF2qXMJfTbbcVtDo8oZA,J_195G8K_MziKZEXj7Nxdw,4,2,1,1,"I love Mr. Wizard's because they offer frozen yogurt which is a  lot healthier than frozen custard. I like that they offer some pre-select combinations or you can create your own. The only part that sucks is that there is only outside seating so if it's cold outside, plan to eat in your car.",2012-10-08 14:54:14
o6b6g7qEJ7YvK8Y-bOhD0A,N3rcYIOyn_rYgSQJ4KkuQQ,M2ZrrqseHE5xssUrOL0Gtg,5,0,0,0,"Not sure the significance behind the name and logo of the restaurant.  Unless it was three guys putting their money together to form this business 
The food was great/ staff friendly/ huge menu from breakfast /lunch/dinner to dessert.   Open 24 hours will definitely be back next time in town",2018-09-25 14:49:55
D9wW5-Wn-0WgLElUz3kV4w,CkNUaaAFgs7duCTTtBEPqQ,QkyEr9j7il9lJqseTbPe5w,5,0,0,0,"I went to Spasso the other night with some friends. All four of us were SO pleased with our experience and our meals! We each had something different. I had the special for the evening, which was seafood (jumbo shrimp and jumbo lump crab) over pappardelle with tomato and asparagus. it was to die for, and my leftovers the next day were just as tasty :) service was amazing and wine was perfect. I live on state street and can't wait to visit again very soon!!",2016-08-04 01:54:28
xy7c-WuQdkhC8Ogi4kEfZw,JUZ0bQPiWVR9L91anu2rsg,JiwJ2ViQECpJnDTgp3CBVQ,1,1,1,0,"Returned to get a fill and pedicure a week after getting a gel polish change, once I discovered the cost would be over $85 I canceled the pedicure and only wanted a fill. Originally the owner was very nice and attentive but when she sensed I refused to pay their ridiculous price, she turned her attention completely off of me and showed absolutely no regard. She no longer cared for my business and she had no problem showing it. She even reassigned the nail tech to someone else bc I refused to be over charged for service. I asked why the original nail tech was no longer doing my fill, I got no answer. I looked over and saw the owner catering to customers that had just walked in. I sensed flaky business so I ultimately walked out without being serviced. Horrible customer service from the owner. I understand they use quality products but not everyone is looking to spend hundreds of dollars in a nail salon regardless of how ""high end"" it's self proclaimed to be!",2016-08-12 21:33:23
L9asV6W4T75CD2lwZdQBaQ,J0D4-xJHqyXWC8rDlBhaGA,Xs8_bv5kVViigbVf_d1TJg,3,2,1,0,"Ice cream wasn't the best, and definitely not for the price. But it was there when I was passing through Belmawr, and it hit the spot when I needed to satisfy my sweet tooth! 

The service was friendly, albeit a little slow. And the place has a cute, quaint charm about it with the decor. If I lived in the area I'd probably return, but I wouldn't make any special trips to go back here.",2015-05-26 07:56:31
XRbpFpfgGNrBRYoLoBrGGA,42zBe9qgQiHITnMi9fPTsw,L62NXZYNN0A2dWZvCj0RkQ,5,3,0,0,"Best auto body shop in Philadelphia in my opinion. My Honda Fit had accumulated all sorts of nicks, dents, scratches, and even some really ugly lime deposit stains on the hood of my car. I took it to Devlin's to get touched up, and what I got back was a car that looked like it just rolled off the assembly line. Honestly, if I told you my car was 3 years old and had gone through a few scrape-ups, I don't think you'd be able to tell. Ed Devlin is a miracle worker, and he does his magic at a super affordable price... I was shocked at how inexpensive the bill came out to be.",2013-08-03 13:25:14
0Md26tm71MxhSD83-CJDKw,yxisNLgHJVSMIAA-Yi-xdg,jD99J_5nco5bUTlhMR1fsA,4,0,0,0,"Even though theres nothing ostensibly stand-out about 45, I spend quite a bit of time here. This is definitely a ""Cheers"" bar, where everybody knows your name. If you can make out their face through the haze of cigarette smoke, that is. Personally, the smoke doesn't bother me, though i have plenty of friends who refuse to go here for that reason. 

I just love the laid back, dive-y vibe. On game days, theres always a spread of food to help yourself to, which is such a nice tradition that you rarely see in bars now. During baseball season, well, I hope you're a Red Sox fan. If not, keep your allegiances quiet, lol. And theres often a food truck parked out front. Yum! A great pre or post show stop if you're seeing music at Tipitinas, which is just down the street.",2014-08-10 20:11:54
y-baVcZ4a4vcVWxMig1L3Q,5u5tto7PC3a7FQhIWEXflw,itAhmbhHOyQQparfwicjDQ,3,1,0,1,"Please note: the coffee is excellent! However, you have to ask for cream and sugar. I find this pretentious and intimidating. It's coffee. I want it how I want it. It shouldn't be such a big deal.",2018-02-01 20:21:42
AO67EtsqZBR5ejquui4hHA,FbQiilAZrTValxD_X3cPZw,f4vbnGoGo3eWorVekctVGQ,5,1,0,1,"Is it okay to say this is my favorite brunch spot even though all I've ever had here is their grits? I would definitely try one of their other courses and I'm pretty sure they're amazing, but it is so hard to not get my favorite thing off their menu! Their portion is so huge, i usually share it with another person (if I'm not being greedy)! You can literally top anything onto your dish and they vary from .50 cents to 1.00 dollar.  I love to add on avocados, red bell peppers, bacon, cheddar, and mushrooms! Their grits are incredible, it is not grainy nor watery. It's just perfect. I can go on and on. but I'm pretty sure you get the point! 

Eventually, i will try their other dishes, but for now, it's all about their grits.",2018-09-14 05:57:07
PfCWXddU2W8Sc5DL48vVUw,o0emAbW2Z9MnyGxBUzH2ZA,pafrjSu3h0v0N8GR3ghNtQ,4,1,0,1,"Great staff.  Nothing is ever disappointing - chili cheese etoufee is the BOMB.  It's a 4 instead of 5 stars because it's CASH ONLY.  But I love that you can also sit outside on nice evening.  

Don't forget the garlic sauce!",2013-05-07 01:50:07
3423FVLE0d0kqhDpnIdC9w,nLslovE9bdK7n7oa-Tdl3g,V8H6z5ulGJEkaFUyRfmLKw,3,0,0,0,"Nice view from outside tables. It has typical beach food and typical beach service, but nice place to grab a drink with a view.",2014-08-10 20:13:46
EL6Ge-cDg1cF_PYbEGLCDw,_NBVFt_RvD9fKceDT_9Hcw,wADYKG5qIyJcq7iisTPlPg,5,2,0,0,"Is there any way that I can give a sixth or even seventh star to this place? Perhaps I'll contact the Yelp! corporate offices in San Francisco to inquire about expanding the star system using Lou and All About Hair as the Exhibit A. I've been on a three year odyssey, which has included some of the worst haircuts and barbers this side of, well, anything, to find a place like All About Hair. It is simply fantastic. I was here early on a Friday morning and aside from doing an incredible to the follicles that rest atop my head, Lou provided fantastic conversation and an environment that was more than inviting. I haven't written a Yelp! review in a very long time, but after my experience at All About Hair, I felt compelled to fire off a five star review about this gem of a place. Needless to say, I've found my barber of choice and they've made a long-term customer out of me.",2012-04-28 23:15:58
Sd-r9EeLIJ_r7rQ8rUkxKw,_7VEyrZ5gERe8sRRhqWGpw,4q4huGL_tQj1XpRB8P5F6A,5,1,0,0,"Updating previous trip- I still would take my kids there but the derma bond sucked. Poor buddy has a scar. Yea, yea...it's in a bad spot. And he's not quite two (read: squirmy.) 

I don't think it's too much to want it all. 

 :-/",2012-04-28 20:04:26
vgoYrPU52k17Kw3tiaLlFQ,mNWXcqmPEEqKX3bgCVVNCw,X0yZMHwB1yUyzISAqRyYtQ,5,1,0,0,"This hotel has wonderful views of the airport, and it has the only revolving rooftop restaurant.  It's connected to the airport that has several restaurants and shops.  From the revolving rooftop restaurant, I could see the runways, and the control tower.",2016-07-25 10:59:19
-WSS65E0b0JyarIZFLkubA,sxQUwmTunQfiofpgQMyoYw,0wQCEcpZ57TmTm6EmEDsIw,5,2,0,1,"Love this place! The turkey, beans, and biscuits are amazing. Have had better pecan pie but that won't stop me from coming back :)",2014-07-13 19:11:51
SK4tjVpjsLXqGLtXIo4FgQ,rEwVvbb5iGSbZWsIQxeLOw,cX1VH_vpqGoLrio4sV9xcA,4,1,0,1,Large menu. Clean restaurant and restroom. Friendly staff. They were fairly busy in the middle of the day when we visited. This was my first time here and all we had was a sandwich so I can't give them 5 stars yet but for a family style restaurant and bar we enjoyed our meal. They had a decent draft beer selection and also serve wine and mixed drinks. There are crayons on every table and instead of a single place mat they put a large sheet of white paper on the tables for the kids to draw on.,2016-09-06 17:14:30
B4Z_Qz5HcW-tJ-1LdGzdqw,gaqPcK4kIN9_N7htRQhTtg,SZU9c8V2GuREDN5KgyHFJw,4,0,0,0,"Delicious crab cocktail and my husband loved his steamers. 

Only down fall is it is really humid in the restaurant itself. A fan would be nice.",2016-08-04 19:14:43
6FALY6ANzxmhPgeRB65HHQ,5xdIzZbNNa-LXTlcrc2Ijg,m6KZGTxRb9_ZyDpB1G6O1Q,5,1,0,1,"Freddy's has the best fast-food style burgers I've ever had. Great toppings choices and fresh meat. Their fries are delicious with their ""fry"" sauce. Their custard is just as good as their food. It's rich and creamy, and did I mention how delicious it is.",2014-09-25 20:32:34
S2p7aICnxDCFNep2Gc5vqw,CtNdBRU-g2OFPt6BxqLl3Q,J55AT36H5EeJ9ey8etGjHA,5,0,0,0,This place had fantastic donuts! They were very well priced and so soft. We tried the blueberry cake donut and apple fritter. We will definitely be going back.,2014-05-08 22:56:46
jNo8HElJ3WFepJawrhTdtQ,WGw2rxJZQTMOgxAPrlSkvw,UmjITdXHhEF46ho6IhaGQg,1,4,0,0,"I really had a wonderful experience at the Nashville location, and we found out that New Orleans had one now and should go to it. Last night we got there kinda late around 10pm. Sat there for 10min and not one person greeted us. Went to the bar to see about service and she informed that the kitchen was behind on completing orders. 
I had to apologize to my friends that we may not get any food after driving three hours down to enjoy the weekend. We did end up leaving the restaurant after 25 min wait for no service or an apology. 

I have to say this not what I expected from a big known place for adults to have fun along with kids also. Please do something about this. I hope this is not a reflection of how others could become.",2017-09-09 14:32:24
